cell_id,latitude,longitude,geology_class,lithology,host_rock,metallogenesis,morphogenesis,fault_distance_km,lineament_distance_km,contact_distance_km,elevation_m,slope_deg,aspect_deg,ndvi,bsi,swir1,swir2,mn_occurrence,synthetic_demo
GRID_0138,21.697566,80.224095,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,3.098,0.848,0.326,585.86,14.78,198.04,0.2544,-0.0036,0.1226,0.1661,1,1
GRID_0139,21.409085,79.462377,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,4.371,4.662,1.906,656.39,7.58,122.32,0.6376,0.3172,0.2418,0.1839,0,1
GRID_0140,21.926015,80.401448,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.194,2.621,0.136,409.19,4.92,269.93,0.6513,0.4158,0.0609,0.0931,0,1
GRID_0141,21.91808,80.346689,Granite,Granite,Granite,Other,Mixed Terrain,1.35,1.951,1.558,438.41,2.55,243.24,0.6544,-0.0145,0.1883,0.2297,0,1
GRID_0142,21.314015,79.957111,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,5.803,2.251,1.502,250.0,8.56,349.7,0.565,0.4784,0.206,0.2407,1,1
GRID_0143,21.522661,80.19434,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.374,1.358,2.817,290.24,6.35,183.16,0.2093,0.2865,0.111,0.0489,1,1
GRID_0144,21.355747,79.64009,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.053,4.42,1.027,462.83,9.56,193.61,0.1839,0.214,0.3284,0.2612,1,1
GRID_0145,21.342114,79.859635,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,2.356,0.515,0.303,427.25,8.76,88.5,0.2509,-0.0332,0.2331,0.2136,1,1
GRID_0146,21.131354,80.350292,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.323,1.11,1.544,465.81,3.14,138.77,0.2776,-0.0498,0.1869,0.1856,1,1
GRID_0147,21.61813,79.842971,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.98,0.207,2.015,362.17,4.73,9.67,0.222,0.175,0.3717,0.2677,1,1
GRID_0148,21.527277,79.700918,Granite,Granite,Granite,Other,Mixed Terrain,4.646,0.253,2.611,455.73,11.78,248.14,0.3206,0.1558,0.2554,0.1864,0,1
GRID_0149,21.143757,79.891897,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,2.188,1.373,0.833,250.0,12.13,112.18,0.5531,0.1387,0.2644,0.1332,1,1
GRID_0150,21.336849,80.359549,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,1.077,5.519,1.943,378.22,6.51,194.53,0.5342,0.1868,0.2231,0.0904,0,1
GRID_0151,21.872026,79.669291,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,0.565,2.708,1.481,469.66,8.7,91.8,0.4773,0.08,0.2009,0.1729,1,1
GRID_0152,21.303628,79.443266,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,1.962,2.056,0.82,574.21,3.84,223.57,0.3956,0.1487,0.2532,0.1727,1,1
GRID_0153,21.223161,80.19682,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,4.737,5.173,0.472,420.06,7.79,161.13,0.4191,0.1794,0.05,0.0778,0,1
GRID_0154,21.516035,80.356369,Granite,Granite,Granite,Other,Mixed Terrain,1.876,0.207,0.69,480.14,12.42,173.47,0.4782,0.54,0.1076,0.1585,0,1
GRID_0155,21.937803,79.340892,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,4.969,1.688,0.858,373.1,14.67,339.34,0.3543,-0.1378,0.1333,0.2721,1,1
GRID_0156,21.305747,79.535824,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,7.597,3.729,0.251,467.7,7.5,254.22,0.5864,0.2325,0.0711,0.2103,1,1
GRID_0157,21.671315,79.398761,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,4.673,0.314,1.966,388.02,6.74,94.28,0.2197,0.1918,0.2712,0.0991,0,1
GRID_0158,21.747377,79.687118,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.679,1.967,2.59,596.15,2.25,181.41,0.3057,0.1829,0.1846,0.1983,1,1
GRID_0159,21.301992,79.830491,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.852,4.585,4.998,402.05,5.61,168.0,0.2819,0.2313,0.3196,0.2221,1,1
GRID_0160,21.718984,80.248357,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.526,0.298,0.467,415.56,7.73,286.22,0.5032,0.4576,0.2196,0.2418,0,1
GRID_0161,21.412616,80.111607,Granite,Granite,Granite,Other,Mixed Terrain,8.39,2.921,1.446,495.8,7.3,300.01,0.238,0.2283,0.1728,0.2151,0,1
GRID_0162,21.63746,80.0693,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.806,1.784,2.272,472.71,5.73,102.04,0.2833,-0.0293,0.2237,0.2497,0,1
GRID_0163,21.6385,79.693325,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.257,1.673,3.336,398.94,12.75,295.61,0.4979,0.2303,0.3062,0.2253,0,1
GRID_0164,21.555408,80.378027,Granite,Granite,Granite,Other,Mixed Terrain,1.533,0.949,0.548,464.84,9.66,64.62,0.291,0.1576,0.2109,0.1654,0,1
GRID_0165,21.176746,79.859802,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,5.172,0.613,2.018,340.34,7.34,274.6,0.5641,0.0937,0.3157,0.1998,0,1
GRID_0166,21.810007,80.570747,Granite,Granite,Granite,Other,Mixed Terrain,5.652,2.747,1.129,449.24,10.73,89.56,0.5604,0.2062,0.3051,0.1663,1,1
GRID_0167,21.372663,80.087799,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,0.917,1.883,0.202,476.69,7.9,107.26,0.3439,0.1635,0.1882,0.2042,1,1
GRID_0168,21.258541,79.376771,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.902,2.798,2.513,394.07,14.21,306.89,0.4504,0.1482,0.1941,0.2241,1,1
GRID_0169,21.134659,80.146649,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,3.902,3.028,1.743,398.56,4.82,151.23,0.7595,0.1657,0.1902,0.1754,1,1
GRID_0170,21.602259,79.655146,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.782,0.711,0.537,376.49,9.31,356.6,0.5695,0.0155,0.144,0.1982,1,1
GRID_0171,21.67593,80.160858,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.032,3.363,1.351,307.95,0.2,54.7,0.5091,0.2804,0.1241,0.151,1,1
GRID_0172,21.1141,79.297498,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,6.42,1.361,0.776,465.29,6.43,166.81,0.6783,0.1607,0.1933,0.1617,1,1
GRID_0173,21.535279,79.444834,Granite,Granite,Granite,Other,Mixed Terrain,2.917,1.629,0.396,389.61,8.61,263.68,0.2758,0.217,0.0576,0.1759,0,1
GRID_0174,21.292521,80.398032,Granite,Granite,Granite,Other,Mixed Terrain,1.309,2.755,0.813,477.3,6.72,1.93,0.6309,0.0588,0.1485,0.1464,0,1
GRID_0175,21.648397,79.518051,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.056,2.093,0.191,414.49,3.58,54.67,0.4869,0.0233,0.2612,0.2596,1,1
GRID_0176,21.248211,80.371858,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,0.822,2.128,3.253,482.26,5.22,7.33,0.6631,0.128,0.1298,0.2158,1,1
GRID_0177,21.687297,79.590987,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.969,2.113,3.122,284.35,3.97,357.44,0.3465,0.1759,0.3168,0.2244,0,1
GRID_0178,21.428725,80.100035,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,1.11,0.586,0.444,332.59,7.52,273.82,0.6528,0.1225,0.2684,0.2136,1,1
GRID_0179,21.89622,80.171811,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.177,1.109,2.639,358.44,11.14,134.48,0.1512,0.192,0.3562,0.1902,0,1
GRID_0180,21.216893,79.917717,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,6.631,5.166,0.545,531.75,6.61,56.26,0.3699,-0.1214,0.371,0.107,1,1
GRID_0181,21.389906,79.627435,Granite,Granite,Granite,Other,Mixed Terrain,3.989,0.904,2.566,464.26,15.24,32.54,0.4736,0.4605,0.2783,0.2473,0,1
GRID_0182,21.196452,79.497702,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.653,4.55,2.917,407.6,8.91,191.49,0.5351,0.0727,0.185,0.3049,0,1
GRID_0183,21.88599,79.246465,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.596,6.111,2.463,389.4,0.2,351.32,0.0951,0.0178,0.1102,0.2197,0,1
GRID_0184,21.845738,79.625525,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,0.505,0.111,0.76,480.67,9.33,242.86,0.2307,0.3401,0.123,0.1328,1,1
GRID_0185,21.31925,80.114428,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,4.735,0.328,2.493,379.92,7.8,131.45,0.2566,0.0172,0.3636,0.2156,1,1
GRID_0186,21.660986,80.513627,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.792,2.527,2.322,492.53,13.51,180.31,0.2803,0.2083,0.1216,0.132,0,1
GRID_0187,21.794639,80.419686,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,5.421,3.223,0.514,411.78,7.93,359.61,0.3099,0.0172,0.211,0.1514,1,1
GRID_0188,21.571921,80.272491,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.99,1.997,1.309,539.91,6.99,186.76,0.4564,0.1375,0.3103,0.04,0,1
GRID_0189,21.550203,80.303826,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.864,1.654,2.435,349.71,16.29,347.11,0.6662,0.1392,0.1648,0.2622,0,1
GRID_0190,21.305574,80.130979,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,0.39,2.685,2.417,419.12,0.2,5.89,0.37,0.075,0.3184,0.199,0,1
GRID_0191,21.179137,79.564402,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,0.216,0.116,2.575,351.89,6.62,259.55,0.6773,0.3025,0.2216,0.2144,0,1
GRID_0192,21.862633,80.470073,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,5.35,1.038,1.931,568.4,9.06,225.78,0.4436,0.3784,0.2414,0.2274,1,1
GRID_0193,21.865355,80.139025,Granite,Granite,Granite,Other,Mixed Terrain,1.538,0.48,2.331,431.77,6.4,246.72,0.3957,0.0729,0.206,0.2086,0,1
GRID_0194,21.638136,79.984617,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,0.405,1.314,2.231,344.38,0.2,205.4,0.5972,0.1983,0.1618,0.2386,0,1
GRID_0195,21.388175,79.355385,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.86,4.92,2.07,353.32,9.62,15.9,0.405,-0.0048,0.2747,0.2619,0,1
GRID_0196,21.396828,79.825878,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,0.479,4.464,0.947,473.69,6.17,53.84,0.3049,0.1948,0.2661,0.1779,1,1
GRID_0197,21.717062,79.844502,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.796,1.579,0.82,275.43,7.46,332.01,0.6422,0.2949,0.2778,0.0803,0,1
GRID_0198,21.862544,80.410389,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.36,3.866,2.653,414.85,13.04,83.85,0.4239,0.1958,0.2972,0.1294,0,1
GRID_0199,21.854023,79.965308,Granite,Granite,Granite,Other,Mixed Terrain,3.702,0.683,0.421,357.54,9.22,357.46,0.7166,0.1007,0.1963,0.2171,0,1
GRID_0200,21.762894,79.732561,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.425,0.448,0.859,416.43,5.52,244.65,0.3732,0.1442,0.2661,0.1184,0,1
GRID_0201,21.645727,80.56752,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,2.703,0.287,0.941,438.61,9.57,159.97,0.217,0.1126,0.2896,0.1762,1,1
GRID_0202,21.171519,79.355009,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,4.716,0.256,1.606,421.63,6.3,331.22,0.3069,0.1505,0.2553,0.3301,1,1
GRID_0203,21.237384,79.791568,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,0.957,3.835,1.521,407.38,6.79,286.2,0.3227,0.0886,0.1979,0.2427,0,1
GRID_0204,21.863771,79.258835,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.15,2.884,4.835,444.07,11.03,154.43,0.4147,0.2042,0.2517,0.0593,1,1
GRID_0205,21.615465,80.235866,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.768,0.947,1.254,578.74,5.43,24.69,0.3029,0.012,0.087,0.3199,1,1
GRID_0206,21.107817,80.485307,Granite,Granite,Granite,Other,Mixed Terrain,10.0,2.332,0.888,538.28,10.25,312.59,0.2295,-0.2103,0.2532,0.262,0,1
GRID_0207,21.186251,79.592052,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.32,1.23,1.171,401.29,7.08,275.41,0.3783,0.3292,0.1489,0.2198,0,1
GRID_0208,21.663977,80.401678,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.718,0.952,0.675,491.63,5.97,284.66,0.4446,0.1718,0.2281,0.1881,1,1
GRID_0209,21.104302,79.609106,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,2.196,2.72,0.507,487.46,5.98,268.15,0.4959,0.1966,0.1975,0.0972,1,1
GRID_0210,21.236687,80.475078,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.012,8.0,0.928,397.78,5.54,99.27,0.4273,0.0751,0.2302,0.1576,1,1
GRID_0211,21.566424,80.255547,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,0.696,0.562,3.227,427.3,8.36,309.18,0.6486,0.1197,0.1182,0.061,1,1
GRID_0212,21.688111,80.326869,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,4.319,4.157,2.087,475.69,6.9,0.8,0.4398,0.0308,0.2762,0.2371,0,1
GRID_0213,21.654167,79.225209,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.419,1.692,1.278,367.92,13.48,85.42,0.0806,0.3448,0.2906,0.1911,0,1
GRID_0214,21.290629,80.547934,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.977,1.589,1.931,409.55,4.45,16.76,0.4701,0.1097,0.1584,0.1354,0,1
GRID_0215,21.705352,80.217339,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.345,7.747,0.879,413.2,10.17,39.81,0.4312,-0.0363,0.1315,0.2406,1,1
GRID_0216,21.301662,79.626652,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,2.387,4.742,0.298,407.08,12.57,191.66,0.5476,0.2746,0.1631,0.2,0,1
GRID_0217,21.37659,80.361153,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,2.949,0.835,3.587,403.73,14.92,13.41,0.2509,0.3389,0.2788,0.2784,1,1
GRID_0218,21.734518,79.59413,Granite,Granite,Granite,Other,Mixed Terrain,1.333,2.413,0.971,467.59,4.75,65.3,0.5998,0.1544,0.2222,0.1534,0,1
GRID_0219,21.652188,80.421855,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.852,2.641,3.892,432.25,12.1,83.79,0.4727,0.3914,0.2125,0.2636,0,1
GRID_0220,21.82184,79.357613,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,0.762,1.043,0.506,484.34,8.82,235.92,0.4517,0.2212,0.2163,0.1935,0,1
GRID_0221,21.658971,80.18516,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,2.856,2.631,0.662,644.21,12.21,168.78,0.5802,0.1625,0.1799,0.1335,1,1
GRID_0222,21.583062,79.956978,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.708,1.242,0.769,384.52,5.42,165.03,0.6155,0.1671,0.2501,0.2156,0,1
GRID_0223,21.179624,79.335148,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.182,1.819,0.928,448.5,7.53,276.64,0.5999,0.2499,0.3329,0.1845,1,1
GRID_0224,21.412558,79.538651,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,2.63,0.675,1.087,473.23,6.55,164.42,0.0547,0.3309,0.1642,0.2073,1,1
GRID_0225,21.325422,79.217366,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.689,2.841,0.904,522.81,6.2,125.46,0.2024,0.2528,0.2705,0.1208,0,1
GRID_0226,21.307391,79.856275,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,2.185,1.365,2.339,466.93,8.16,346.48,0.3596,0.2165,0.223,0.0414,0,1
GRID_0227,21.927059,79.621771,Granite,Granite,Granite,Other,Mixed Terrain,5.569,5.015,0.899,337.11,17.98,2.99,0.2398,0.1899,0.2225,0.1503,0,1
GRID_0228,21.434133,80.0377,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,10.0,1.516,1.787,373.69,10.68,109.94,0.3188,0.2782,0.3233,0.2143,0,1
GRID_0229,21.85824,79.616133,Granite,Granite,Granite,Other,Mixed Terrain,3.769,5.004,1.035,442.45,6.6,219.38,0.4218,0.0908,0.2961,0.2125,0,1
GRID_0230,21.636468,79.619887,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,5.178,1.291,1.039,371.28,6.83,281.81,0.3548,-0.0312,0.2274,0.1528,0,1
GRID_0231,21.77559,80.24047,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,2.577,1.342,1.408,304.5,10.25,293.91,0.4261,0.206,0.2919,0.194,0,1
GRID_0232,21.527242,79.2674,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.572,3.305,0.401,361.46,7.26,16.59,0.6476,0.0383,0.1066,0.1565,1,1
GRID_0233,21.590368,80.464053,Granite,Granite,Granite,Other,Mixed Terrain,1.145,0.916,1.053,361.92,7.27,255.29,0.7149,-0.029,0.0731,0.172,1,1
GRID_0234,21.51864,80.393169,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.353,1.88,0.211,344.2,3.56,259.29,0.4897,0.4066,0.1776,0.2557,0,1
GRID_0235,21.265957,80.134927,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,1.169,0.938,1.524,644.77,7.81,77.07,0.6436,-0.25,0.1564,0.1,0,1
GRID_0236,21.714084,80.03051,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.006,6.589,0.424,456.8,0.2,40.6,0.3662,0.2674,0.2099,0.2932,1,1
GRID_0237,21.338657,80.449223,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,0.26,4.715,1.442,439.82,0.93,269.89,0.33,0.0295,0.3067,0.1904,1,1
GRID_0238,21.120669,79.459462,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,2.508,1.933,1.007,508.16,6.6,89.82,0.418,0.0676,0.2122,0.3011,0,1
GRID_0239,21.648651,79.310557,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,1.931,1.355,2.169,582.85,10.64,0.6,0.38,0.2405,0.2926,0.2917,0,1
GRID_0240,21.250544,79.535314,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,2.578,0.681,2.057,462.87,14.45,80.49,0.5381,0.5059,0.2911,0.0436,1,1
GRID_0241,21.89939,80.31241,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,8.34,1.181,0.826,516.49,9.61,11.18,0.4323,0.2782,0.1043,0.191,0,1
GRID_0242,21.910839,79.248538,Granite,Granite,Granite,Other,Mixed Terrain,0.825,2.255,1.855,387.33,10.14,89.71,0.6715,0.0372,0.2772,0.1211,1,1
GRID_0243,21.877635,80.01593,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,1.147,0.622,0.221,352.96,8.45,120.61,0.4491,0.1736,0.31,0.1719,0,1
GRID_0244,21.414635,80.593613,Granite,Granite,Granite,Other,Mixed Terrain,4.46,2.996,2.146,507.28,11.35,97.7,0.3169,0.1396,0.3148,0.2074,0,1
GRID_0245,21.113138,80.397975,Granite,Granite,Granite,Other,Mixed Terrain,4.922,4.114,0.221,505.65,8.85,331.18,0.3543,-0.1103,0.2214,0.2674,0,1
GRID_0246,21.889071,79.930024,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.478,3.379,1.581,497.68,9.49,83.71,0.3349,0.1881,0.2347,0.1149,1,1
GRID_0247,21.463957,79.289097,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,2.526,0.993,1.299,440.67,1.75,168.31,0.547,0.0858,0.2393,0.3317,1,1
GRID_0248,21.921657,80.363923,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,2.95,3.557,0.025,363.74,9.05,344.67,0.4132,0.2835,0.2241,0.1451,1,1
GRID_0249,21.919077,80.03857,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.677,2.099,1.156,389.15,8.09,316.51,0.4489,0.1368,0.1574,0.0994,0,1
GRID_0250,21.825058,79.360906,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.169,3.451,2.758,528.18,6.34,111.33,0.4969,0.3965,0.1734,0.2457,1,1
GRID_0251,21.350282,79.3314,Granite,Granite,Granite,Other,Mixed Terrain,0.68,3.635,1.303,379.78,6.63,117.54,0.5163,0.2293,0.2732,0.1877,0,1
GRID_0252,21.427333,80.473478,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.131,3.782,1.019,445.83,2.66,213.6,0.5993,0.2099,0.2202,0.3127,1,1
GRID_0253,21.823466,80.13688,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,4.089,1.325,2.82,364.47,10.16,330.43,0.4838,0.4551,0.2379,0.121,1,1
GRID_0254,21.369384,80.361002,Granite,Granite,Granite,Other,Mixed Terrain,4.088,5.017,1.276,413.75,8.94,3.6,0.2765,0.222,0.3073,0.1911,1,1
GRID_0255,21.244069,80.43057,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.102,1.048,1.378,338.15,8.28,141.52,0.3522,0.4101,0.2362,0.2562,1,1
GRID_0256,21.573281,80.000481,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.239,0.626,0.781,423.66,8.92,305.92,0.352,0.0217,0.1509,0.1293,1,1
GRID_0257,21.895732,79.924425,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,4.061,1.632,0.987,389.41,3.02,147.77,0.3136,-0.1024,0.3853,0.2569,0,1
GRID_0258,21.691625,79.802598,Granite,Granite,Granite,Other,Mixed Terrain,5.737,0.864,0.552,284.94,15.05,259.22,0.5961,0.2114,0.21,0.2039,0,1
GRID_0259,21.584552,79.643725,Granite,Granite,Granite,Other,Mixed Terrain,1.918,2.668,0.845,485.66,11.77,249.09,0.4063,0.3481,0.206,0.1197,0,1
GRID_0260,21.1826,79.808434,Granite,Granite,Granite,Other,Mixed Terrain,3.34,1.184,0.783,481.79,10.48,73.97,0.4586,0.0195,0.2509,0.2558,0,1
GRID_0261,21.622756,80.283432,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.602,2.637,0.447,434.77,13.94,161.85,0.4835,0.1185,0.221,0.1682,1,1
GRID_0262,21.941546,80.042693,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,6.199,1.392,1.221,334.45,8.84,203.83,0.4635,-0.0547,0.2266,0.2513,0,1
GRID_0263,21.219071,80.449533,Granite,Granite,Granite,Other,Mixed Terrain,3.118,2.634,5.538,335.62,6.87,257.57,0.4796,0.1756,0.1911,0.1378,1,1
GRID_0264,21.54058,79.820732,Granite,Granite,Granite,Other,Mixed Terrain,3.345,3.025,1.402,628.1,9.1,296.06,0.8153,0.1783,0.2989,0.0929,0,1
GRID_0265,21.845767,80.049925,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.228,1.231,1.923,250.0,14.11,273.58,0.5382,0.2653,0.3091,0.1536,0,1
GRID_0266,21.729653,80.083831,Granite,Granite,Granite,Other,Mixed Terrain,2.416,3.003,1.614,337.3,4.42,10.19,0.2827,0.1098,0.3583,0.1727,0,1
GRID_0267,21.692463,80.028376,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.608,0.24,0.749,612.72,14.06,241.43,0.4806,0.1429,0.3686,0.1917,0,1
GRID_0268,21.697111,80.183687,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,5.029,0.327,2.261,639.32,2.59,179.03,0.4469,0.2679,0.0926,0.212,0,1
GRID_0269,21.405567,79.532407,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,1.21,1.41,0.814,574.43,10.13,206.59,0.2078,0.2102,0.2737,0.2976,1,1
GRID_0270,21.349553,79.917309,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,2.537,1.96,3.017,475.21,12.04,134.27,0.0485,0.2367,0.1481,0.1738,1,1
GRID_0271,21.787957,79.345915,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.85,1.589,1.277,375.9,10.58,257.05,0.4527,0.2994,0.3211,0.2869,0,1
GRID_0272,21.788596,79.738316,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,4.22,2.79,1.268,286.98,12.19,242.6,0.3852,0.2826,0.2536,0.2415,0,1
GRID_0273,21.837011,79.882734,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,3.363,1.984,1.036,464.52,7.49,208.62,0.2462,0.4754,0.1799,0.1751,1,1
GRID_0274,21.876254,80.113114,Granite,Granite,Granite,Other,Mixed Terrain,1.328,2.045,1.447,365.14,2.91,310.18,0.3435,0.2423,0.1515,0.1984,0,1
GRID_0275,21.534641,80.530743,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.451,1.036,2.685,553.39,12.2,36.68,0.3885,0.2427,0.1852,0.2038,0,1
GRID_0276,21.526289,80.040911,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.822,3.357,0.983,272.45,15.39,108.37,0.3367,0.1374,0.1747,0.2415,0,1
GRID_0277,21.778551,80.241031,Granite,Granite,Granite,Other,Mixed Terrain,2.278,1.584,1.868,447.04,7.34,178.25,0.4735,0.1888,0.3241,0.2507,0,1
